"date","region","district","sub","original_sub","gender","baraza.B1","baraza.other_b1","baraza.B2","baraza.B3","baraza.other_b3","baraza.B4","baraza.B5","baraza.B6","baraza.visit_times.C1","baraza.visit_times.C2","baraza.visit_times.C3","baraza.visit_times.C4","baraza.visit_times.C5","baraza.visit_times.C6","baraza.visit_times.C7","baraza.visit_times.C8","baraza.visit_times.C9","baraza.km.D1","baraza.km.D2","baraza.km.D3","baraza.km.D4a","baraza.km.D4b","baraza.production.E1a","baraza.production.E1b","baraza.health.E2a","baraza.health.E2b","baraza.gender1.E3a","baraza.gender1.E3b","baraza.works.E4a","baraza.works.E4b","baraza.finance1.E5a","baraza.finance1.E5b","baraza.E6","baraza.E7","baraza.other_e7","baraza.meeting.F1","baraza.meeting.F2","baraza.meeting.F3","baraza.meeting.F4","baraza.H1","baraza.H2","baraza.H2b","baraza.H3","baraza.H4","baraza.H5","baraza.H6","baraza.H7","baraza.H8","baraza.H9","baraza.H10","baraza.H11","baraza.H12","baraza.H13","baraza.H15","baraza.H16","baraza.H17","baraza.H18","baraza.H19","baraza.H20","baraza.H21","baraza.H22","baraza.H23","baraza.H24","baraza.H25","baraza.H26","baraza.H27","baraza.H28","baraza.H29","baraza.H30","baraza.H31","baraza.H32","baraza.H33","baraza.H34","baraza.H35","baraza.H36","baraza.H37","baraza.H38","baraza.H39","baraza.H40","baraza.H41","baraza.H42","baraza.H43","baraza.H44","baraza.H45","baraza.H46","baraza.H47","baraza.H48","baraza.H49","baraza.H50","baraza.H51","baraza.H52","baraza.H53","baraza.H54","baraza.H55","baraza.H56","baraza.H57","baraza.H58","baraza.H59","baraza.H60","baraza.H61","baraza.H62","baraza.H63","baraza.H64","baraza.H65","baraza.H66.1","baraza.H66.2","baraza.H66.3","baraza.H66.4","baraza.H66.98","baraza.H67","baraza.H68","baraza.H69","baraza.H70","baraza.H71","baraza.H72","baraza.H73","baraza.H74","baraza.H75","baraza.H76","baraza.H77","baraza.H78","baraza.H79","baraza.H80","baraza.H81","baraza.H82","baraza.H83","baraza.H84","baraza.H85","baraza.H86","baraza.H87","baraza.H88","baraza.H89","baraza.H90","baraza.H91","baraza.H92","baraza.H93","baraza.H94","baraza.H95","baraza.H96","baraza.H97","baraza.H98","baraza.H99","baraza.H100","baraza.H101","baraza.H102","baraza.H103","baraza.H104","baraza.H105","baraza.H106","baraza.H107","baraza.H108","baraza.H109","baraza.H110","baraza.H111","baraza.H112","baraza.H113","baraza.H114","baraza.H115.1","baraza.H115.2","baraza.H115.3","baraza.H115.4","baraza.H115.98","baraza.H116","baraza.maleex.K1","baraza.maleex.K2","baraza.maleex.K3","baraza.maleliv.K4","baraza.maleliv.K5","baraza.maleliv.K6","baraza.malec.K7","baraza.malec.K8","baraza.malec.K9","baraza.K10","baraza.acc_ag.K11","baraza.acc_ag.K12","baraza.acc_ag.K13","baraza.acc_ag.K14","baraza.K16","baraza.K17","baraza.K18.1","baraza.K18.2","baraza.K18.3","baraza.K18.4","baraza.K18.98","baraza.K19","baraza.input_dis.K20","baraza.input_dis.K21","baraza.input_dis.K22","baraza.input_dis.K23","baraza.K24","baraza.K24b","baraza.K25","baraza.priority","baraza.L1","baraza.L2","baraza.L3","baraza.L4","baraza.L5","baraza.L6","baraza.L7","baraza.L8","baraza.L9","baraza.L10","baraza.L11","baraza.L12","baraza.L13","baraza.L14","baraza.M1","baraza.M2","baraza.M3","baraza.M4","baraza.M5","scID"
"2020-01-23","Eastern","KIBUKU","BUSETA","Original","Male",6,"n/a",32,6,"n/a",1,2,2,3,12,15,15,2,5,20,1,2,0,15,5,50,50,1,"Female",1,"Male",1,"Male",1,"Female",1,"Male","2019-12-01",2,"n/a",1,2,0,0,21,22,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"10","0","0","0","1","1","0","0","0","0","999","999","999","2","2","1","2","2","1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","0","1","0","1","1","1","1","1","1","1","0","1","1","1","0","0",2,"n/a","n/a","n/a","n/a","n/a",0,"n/a",2,"n/a","n/a",22,1,999,999,1,2,"n/a","n/a",30,40,2,2000,40,40,30,1,"1600","999","999","999",0,"n/a","n/a","n/a",2,2,1,0,0,0,"1","1","0","0","0","0",2,1,2,"n/a","n/a",1,2,"n/a","n/a","n/a","n/a","n/a",999,1,0,1,1,0,1,1,0,1,1,50,50,50,30,1,2,"n/a","n/a","n/a","n/a","n/a",999,3,0,0,0,2,"n/a","n/a",3,3,3,5,5,5,4,4,3,8,4,7,8,3,3,"TRANSPORT , OPPOSITION FROM THE COMMUNITY FOR SOME GOVERNMENT PROGRAMS, LOW BUDGET FOR SUBCOUNTY.",1,"2019-06-01","1","POOR ROADS AND POOR HEALTH SERVICES.",47
"2020-01-23","Eastern","KIBUKU","BUSETA","Split","Male",2,"n/a",50,4,"n/a",1,1,7,0,3,1,1,3,3,1,3,5,0,50.5,5,28,50,1,"Male",1,"Male",1,"Male",1,"Male",1,"Female","2020-01-01",2,"n/a",0,0,0,0,21,42,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a",999,"n/a",1,"3","0",28,0,0,0,0,1,"3","1",7,5,2,2216,35,35,10,0,"n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a",2,2,2,0,2,0,"n/a","n/a","n/a","n/a","n/a","n/a",2,1,1,"2","2",1,1,"False","True","False","False","False",0,1,0,2,1,0,1,1,0,1,0,10,80,80,30,1,2,"n/a","n/a","n/a","n/a","n/a",0,5,0,0,0,2,"n/a","n/a",3,2,2,10,8,4,3,3,2,8,5,8,4,6,3,"LACK OF TRANSPORT , LOW SALARIES.",1,"2019-07-01","1","CORRUPTION.",48
"2020-01-23","Eastern","KIBUKU","BUSETA","Split","Male",6,"n/a",45,6,"n/a",2,2,3,4,10,12,4,5,4,12,2,2,0,38,0.5,50,30,1,"Male",1,"Male",2,"n/a",1,"Male",1,"Female","2020-01-01",2,"n/a",1,1,1,1,21,21,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a",999,"n/a",2,"n/a","n/a",45,0,0,0,1,1,"4","2",30,20,2,2000,25,25,5,0,"n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a",2,2,2,1,0,0,"n/a","n/a","n/a","n/a","n/a","n/a",2,1,2,"n/a","n/a",1,2,"n/a","n/a","n/a","n/a","n/a",999,1,0,2,1,0,2,1,0,1,0,2,40,60,5,1,2,"n/a","n/a","n/a","n/a","n/a",999,2,999,0,0,2,"n/a","n/a",3,2,3,9,8,3,5,5,2,5,4,7,8,4,4,"LOW SALARIES, HIGH POVERTY
LEVELS IN COMMUNITIES, LACK OF TRANSPORT.",1,"2016-03-01","2","n/a",49
"2020-01-24","Eastern","BUGIRI","KAPYANGA","Original","Male",2,"n/a",46,4,"n/a",2,1,4,4,9,4,5,0,3,3,0,0,0,108,5,65,60,1,"Male",1,"Female",1,"Male",1,"Male",1,"Male","2019-12-01",2,"n/a",2,0,0,0,42,42,4,"0","0","0","4","4","12","0","0","0",1,"3","0","0","0","1","1","1","1","1","1","7","7","8","2","2","999","1","1","1","0","8","0","0","4","0","4","4","0","0","0","0","1","0","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1",2,"n/a","n/a","n/a","n/a","n/a",100,"4",2,"n/a","n/a",125,20,0,30,0,2,"n/a","n/a",0,0,26,19540,312,312,30,2,"1656","27","27","16",20,"999","8","999",10,23,8,10,0,0,"0","0","0","1","2","0",26,1,2,"n/a","n/a",1,1,"True","False","False","False","False",0,1,0,3,1,0,3,0,0,0,0,15,30,25,0,2,1,"True","False","False","False","False",999,2,0,0,0,2,"n/a","n/a",4,2,1,3,6,1,3,3,3,9,10,2,7,4,10,"Poor facilitation/ funding from the government to carryout monitoring of government projects",1,"2019-08-01","2","n/a",50
"2020-01-24","Northern","KITGUM","MUCWINI","Original","Male",2,"n/a",41,6,"n/a",1,1,3,4,2,2,2,1,1,3,2,0,30,300,10,30,0.5,1,"Female",1,"Male",1,"Male",1,"Male",1,"Male","2019-12-01",2,"n/a",2,1,0,0,105,150,2,"0","0","0","2","5","2","2","8","6",2,"10","0","0","0","2","42","2","0","0","0","3","3","3","2","2","5","1","1","3","0","1","4","1","1","1","1","1","1","1","0","1","1","1","0","0","1","1","8","1","1","1","1","1","1","1","0","1","1","1","0","0",2,"n/a","n/a","n/a","n/a","n/a",999,"2",2,"n/a","n/a",130,0,2,0,2,1,"15","9",3,7,11,7722,98,98,8,1,"999","999","999","999",2,"999","2","999",0,4,11,3,11,11,"1","1","0","0","0","0",12,1,1,"3","1",1,1,"True","True","True","True","False",0,1,0,1,4,0,3,1,0,1,1,0,45,50,2,1,2,"n/a","n/a","n/a","n/a","n/a",0,2,1,0,0,2,"n/a","n/a",1,1,1,8,10,10,10,1,10,10,1,1,1,9,9,"_COMMUNITY ARE ADAMANT TO ATTEND MEETINGS,
_TRANSPORT 
_ROADS ARE IMPASSABLE",2,"n/a","n/a","n/a",51
"2020-01-24","Northern","KITGUM","MUCWINI","Original","Male",1,"n/a",45,6,"n/a",1,2,5,1,1,4,1,0,0,2,0,1,999,999,999,999,999,1,"Female",1,"Male",1,"Male",1,"Male",1,"Male","2020-01-01",2,"n/a",0,0,0,0,105,999,2,"1","1","0","999","999","999","999","999","999",1,"15","0","0","0","0","0","0","0","0","0","999","999","999","999","999","999","999","999","999","0","1","3","1","1","1","1","1","1","1","0","1","1","999","0","0","1","1","3","1","1","1","1","1","1","1","0","1","1","1","0","0",1,"True","True","True","True","False",999,"2",2,"n/a","n/a",999,999,999,999,999,2,"n/a","n/a",999,999,11,999,999,11,999,1,"999","999","999","999",999,"999","999","999",999,999,999,999,999,999,"999","999","999","999","999","999",999,1,2,"n/a","n/a",1,98,"n/a","n/a","n/a","n/a","n/a",999,1,0,1,1,0,1,0,1,1,0,999,999,999,999,1,2,"n/a","n/a","n/a","n/a","n/a",999,999,999,999,999,1,"999","999",1,1,1,4,4,1,10,10,10,10,1,10,1,10,1,"-ATTITUDES OF THE PEOPLE BEING SERVED IS NEGATIVE
-TRANSPORT
-DELAY IN FUNDING
- UNDER STAFFING IN HEALTH AND EDUCATION
-INADEQUATE ACCOMODATION",2,"n/a","n/a","n/a",52
"2020-01-23","Northern","LAMWO","AGORO","Original","Male",6,"n/a",40,96,"Bachelors in Public Adiministration",1,2,5,3,4,8,0,0,1,8,3,3,0,65,0,25,75,1,"Female",1,"Male",1,"Male",1,"Female",1,"Male","2019-12-01",2,"n/a",0,0,0,0,46,92,2,"0","0","0","6","6","2","1","1","1",1,"5","0","0","0","1","1","1","0","0","0","5","5","21","2","2","1","1","1","1","0","1","1","1","1","1","1","1","1","0","0","1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0",2,"n/a","n/a","n/a","n/a","n/a",999,"2",1,"1","1",56,0,2,0,1,2,"n/a","n/a",35,15,8,4000,36,36,60,1,"400","11","11","8",3,"1100","0","n/a",1,8,8,3,0,0,"1","1","1","1","1","0",1,1,2,"n/a","n/a",1,1,"True","False","False","False","False",0,2,0,0,1,0,1,1,0,0,0,2,45,70,10,1,2,"n/a","n/a","n/a","n/a","n/a",0,0,3,1,0,1,"6","6",2,1,6,7,5,3,6,1,6,8,9,2,7,7,2,"1.Transport
2.Power (electricity lacking)
3.Lack of computer for ICT",1,"2016-09-01","2","n/a",53
"2020-01-23","Northern","LAMWO","AGORO","Original","Male",2,"n/a",36,96,"Diploma",1,1,4,12,23,8,12,3,1,4,6,20,0,68,0,8,92,1,"Female",1,"Female",1,"Male",1,"Male",1,"Male","2019-12-01",2,"n/a",3,2,2,0,46,92,2,"0","0","0","5","5","6","0","0","0",1,"6","0","0","0","1","1","1","0","0","0","4","4","2","2","2","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0",1,"True","False","False","False","False",0,"1",1,"2","2",48,0,0,0,1,1,"5","3",35,30,8,3200,64,64,48,1,"119","16","16","4",3,"800","1","40",1,1,8,2,8,1,"1","1","1","0","1","0",1,1,1,"4","4",1,2,"n/a","n/a","n/a","n/a","n/a",0,1,0,1,1,0,1,1,0,0,1,3,40,2,0,1,2,"n/a","n/a","n/a","n/a","n/a",0,1,1,0,0,1,"1","1",1,1,1,7,1,1,2,1,1,8,7,4,4,6,4,"1.Number of staff is too small
2.Delays in procurement processess
3.Transport",1,"2019-02-01","2","n/a",54
"2020-01-24","Northern","LAMWO","MADI_OPEI","Original","Female",6,"n/a",33,6,"n/a",1,1,0.5,5,6,12,2,4,0,5,2,1,14,34.4,20,20,80,1,"Male",1,"Male",1,"Male",1,"Male",1,"Male","2019-12-01",2,"n/a",0,0,0,0,30,60,1,"0","0","0","1","2","2","0","0","0",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","0","1","1","1","1","1","1","1","0","0","1","0","1","1","0","0","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a",0,"1",1,"1","1",53,1,1,0,1,1,"1","1",15,8,8,8000,93,96,68,1,"671","999","999","999",999,"999","0","n/a",8,8,0,0,8,0,"1","1","0","1","1","0",8,1,1,"5","3",1,1,"True","False","False","False","False",0,1,0,1,1,0,1,0,1,0,10,999,55,55,16,1,1,"True","False","False","False","False",0,0,1,0,0,2,"n/a","n/a",2,2,2,2,4,5,2,6,6,9,7,2,1,2,2,"1.In adequate Stationeries 
2.Lack of transport
3.Lack of ICT devices",1,"2018-04-01","2","n/a",55
"2020-01-24","Northern","LAMWO","MADI_OPEI","Original","Male",4,"n/a",33,5,"n/a",1,1,4,0,1,1,1,1,0,0,0,0,40,999,5,30,70,1,"Male",1,"Female",1,"Male",1,"Male",1,"Male","2019-12-01",2,"n/a",0,1,2,0,30,60,1,"0","0","0","2","2","2","2","2","0",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","1","1","0","1","0","1","1","1","1","0","1","1","1","8","0","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a",999,"1",2,"n/a","n/a",999,999,999,1,1,1,"22","21",999,999,6,999,999,60,660,1,"999","999","999","999",0,"n/a","n/a","n/a",0,6,4,6,0,5,"1","1","1","1","0","1",1,1,2,"n/a","n/a",1,2,"n/a","n/a","n/a","n/a","n/a",0,1,0,1,1,0,1,1,0,0,1,0,45,0,0,2,2,"n/a","n/a","n/a","n/a","n/a",0,1,4,0,0,1,"1","1",3,1,1,1,2,7,7,1,3,2,2,1,5,1,1,"1.Techenical staff most times deosnt employ resolutions passed by the council",2,"n/a","n/a","n/a",56
"2020-01-24","Eastern","KIBUKU","BULANGIRA","Original","Female",3,"n/a",35,6,"n/a",2,2,1,5,10,10,15,5,20,20,30,10,0,30,0,60,60,1,"Male",1,"Female",1,"Female",1,"Male",1,"Male","2019-12-01",2,"n/a",2,1,1,3,15,15,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a",0,"n/a",2,"n/a","n/a",32,8,2,3,0,2,"n/a","n/a",30,20,1,1176,18,18,4,0,"n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a",1,1,0,0,0,0,"n/a","n/a","n/a","n/a","n/a","n/a",1,1,1,"3","2",1,2,"n/a","n/a","n/a","n/a","n/a",999,1,0,2,1,0,2,5,0,10,0,30,60,60,20,1,2,"n/a","n/a","n/a","n/a","n/a",0,5,1,0,1,1,"3","2",3,5,5,10,10,4,4,8,2,7,5,2,5,3,3,"LACK OF TRANSPORT",1,"2019-07-01","1","AGRICULTURE AS PEOPLE COMPLAINED OF RECEIVING FEW INPUTS.",57
"2020-01-24","Eastern","KIBUKU","BULANGIRA","Original","Female",96,"VICE LC III CHAIRPERSON",45,4,"n/a",1,2,4,6,10,10,6,8,12,4,5,1,0,36,0,50,65,1,"Male",1,"Female",1,"Male",1,"Male",1,"Male","2020-01-01",2,"n/a",1,1,5,8,15,30,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a",999,"n/a",1,"10","0",32,8,3,3,0,98,"n/a","n/a",20,15,1,1176,18,18,5,0,"n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a",1,1,0,0,0,0,"n/a","n/a","n/a","n/a","n/a","n/a",1,98,98,"n/a","n/a",1,2,"n/a","n/a","n/a","n/a","n/a",999,5,5,0,1,0,1,999,999,999,0,10,40,60,10,98,98,"n/a","n/a","n/a","n/a","n/a",999,2,0,0,0,2,"n/a","n/a",3,3,3,10,10,5,2,5,2,8,7,5,3,2,2,"LACK OF TRANSPORT.",2,"n/a","n/a","n/a",58
"2020-01-23","Eastern","BUGIRI","BUDHAYA","Original","Male",5,"n/a",47,96,"Bachelors Degree",1,2,4,2,10,7,2,1,15,4,12,1,10,12,2,65,55,1,"Male",1,"Female",1,"Male",1,"Male",1,"Female","2019-12-01",2,"n/a",3,0,1,24,29,29,2,"0","0","2","3","3","5","0","0","0",1,"4","0","0","0","2","2","0","0","0","0","9","9","3","3","3","2","1","1","1","0","0","2","2","2","0","2","2","1","1","0","0","2","2","0","0","1","1","0","1","1","1","1","1","1","1","0","1","1","1","0","0",2,"n/a","n/a","n/a","n/a","n/a",0,"2",2,"n/a","n/a",24,3,1,4,0,1,"4","3",50,30,10,6350,84,84,22,0,"n/a","n/a","n/a","n/a",6,"999","0","n/a",0,10,10,8,7,10,"n/a","n/a","n/a","n/a","n/a","n/a",10,1,1,"1","1",1,2,"n/a","n/a","n/a","n/a","n/a",0,1,0,0,1,0,999,0,1,999,1,1,4,999,5,1,2,"n/a","n/a","n/a","n/a","n/a",0,1,1,12,1,1,"1","1",2,7,8,10,4,4,3,7,9,10,5,2,2,2,3,"Facilitation",1,"2016-06-01","2","n/a",59
"2020-01-24","Eastern","NAMAYINGO","MUTUMBA","Split","Male",1,"n/a",39,96,"Degree",1,2,16,5,6,10,10,10,10,12,12,1,0,200,30,40,30,1,"Male",1,"Male",1,"Female",1,"Male",1,"Male","2019-12-01",2,"n/a",4,3,1,4,44,44,2,"0","0","0","3","3","15","0","0","0",1,"10","0","0","1","2","2","0","2","2","0","4","4","0","2","2","2","1","1","1","0","0","0","0","2","0","2","0","0","0","0","0","2","0","0","0","1","0","0","1","1","1","1","1","1","1","0","1","1","1","0","0",1,"True","False","False","False","False",0,"2",1,"1","1",30,0,0,1,0,1,"1","0",40,10,13,5200,119,119,71,1,"150","9","0","6",2,"2000","1","600",7,10,4,7,13,13,"0","1","0","1","1","1",14,1,1,"1","0",1,2,"n/a","n/a","n/a","n/a","n/a",0,1,1,1,1,1,2,0,0,6,6,1,20,20,1,1,2,"n/a","n/a","n/a","n/a","n/a",0,2,2,2,0,1,"2","2",4,10,10,4,10,3,8,3,8,10,10,7,10,9,3,"Transport.
Delayed release of funds
Low local revenue due to poverty",1,"2019-05-01","1","Lack of transparency",60
"2020-01-24","Eastern","NAMAYINGO","MUTUMBA","Split","Male",96,"Vice LC3 chairperson",42,5,"n/a",1,2,4,1,2,4,2,1,4,4,999,0,0,200,10,45,30,1,"Male",1,"Male",1,"Female",1,"Male",1,"Male","2019-12-01",96,"After 2 months",1,0,1,2,42,10,2,"0","0","4","2","2","6","2","2","4",1,"8","0","0","2","1","1","3","0","0","4","14","13","6","2","2","6","2","1","3","0","0","0","0","0","0","2","2","2","2","0","0","0","2","0","0","1","0","1","1","1","1","1","1","1","1","0","0","1","1","0","0",1,"True","False","False","False","False",999,"2",2,"n/a","n/a",38,0,0,999,0,1,"3","0",40,20,13,5200,168,168,52,1,"200","18","1","22",12,"3000","1","600",8,8,11,11,0,0,"0","0","0","1","1","1",14,1,2,"n/a","n/a",1,1,"False","True","False","False","False",0,1,0,2,1,0,2,0,1,1,3,10,40,15,10,1,2,"n/a","n/a","n/a","n/a","n/a",0,1,1,0,0,1,"3","2",4,8,9,9,9,5,1,9,1,9,9,1,8,9,1,"Lack of transport means, Lack of Salaries and allowances",1,"2017-07-01","1","Performance of Health department",61
"2020-01-20","Eastern","KALIRO","NAWAIKOKE","Original","Male",1,"n/a",39,96,"T",1,1,2,5,9,6,7,12,15,5,13,8,0,12,45,67,67,1,"Female",1,"Male",1,"Male",1,"Female",1,"Female","2019-12-01",2,"n/a",0,2,0,0,42,126,1,"0","0","2","0","0","3","999","0","3",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","0","0","0","0","1","0","1","1","1","0","0","0","0","0","0","0","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"False","False","False","False","True",2,"0",1,"3","3",45,0,3,1,0,1,"2","2",30,18,4,999,32,32,0,0,"n/a","n/a","n/a","n/a",10,"999","1","999",0,1,4,4,4,4,"n/a","n/a","n/a","n/a","n/a","n/a",3,1,1,"4","4",1,98,"n/a","n/a","n/a","n/a","n/a",999,1,0,2,0,1,2,2,2,4,4,0,2,1,4,1,2,"n/a","n/a","n/a","n/a","n/a",0,4,2,0,0,1,"3","3",1,4,10,10,10,4,10,1,4,10,4,10,10,10,4,"G",1,"2019-08-01","1","T",62
"2020-01-22","Western","MITOOMA","MUTARA","Original","Male",4,"n/a",41,6,"n/a",1,1,8,1,2,1,2,1,0,1,3,10,0,50,2,90,40,1,"Male",1,"Male",1,"Female",1,"Male",1,"Female","2019-12-01",3,"n/a",1,0,2,3,75,150,2,"0","0","0","4","4","8","0","0","4",1,"10","0","0","2","1","1","2","0","0","1","5","5","5","2","2","2","2","2","2","1","0","2","0","2","0","2","0","0","0","0","0","2","0","0","0","1","0","1","1","1","1","1","1","1","1","0","1","1","1","0","0",1,"True","True","False","False","False",999,"2",1,"20","15",0,50,2,50,1,1,"30","10",20,15,8,2500,100,80,100,2,"1400","40","30","30",4,"700","1","300",8,8,6,4,8,0,"2","2","2","0","0","0",2,1,1,"10","8",1,1,"True","True","True","False","False",40,1,0,2,2,0,2,0,1,1,2,5,5,10,15,1,1,"False","True","False","False","False",0,3,1,0,0,1,"30","10",2,9,8,3,3,4,2,2,2,7,6,8,3,3,5,"Lack transport facilities, no motivation fees, no halls for meetings  no printers and photocopies, innadequate capicity building",1,"2018-07-01","2","n/a",63
"2020-01-24","Western","BUNDIBUGYO","HARUGALI","Original","Male",1,"n/a",36,6,"n/a",1,1,9,10,15,8,3,4,6,5,3,3,1,21,10,98,30,1,"Male",1,"Female",1,"Male",1,"Male",2,"n/a","2019-12-01",2,"n/a",1,0,2,3,35,70,1,"0","0","2","4","4","0","0","0","1",1,"0","0","0","0","0","0","2","1","1","2","1","1","1","0","0","2","0","0","1","0","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0",2,"n/a","n/a","n/a","n/a","n/a",10,"1",2,"n/a","n/a",0,6,999,999,0,1,"6","2",68,30,10,3000,32,32,20,1,"600","34","22","0",5,"2500","0","n/a",4,5,5,2,10,10,"0","0","0","0","0","1",10,1,2,"n/a","n/a",1,1,"True","True","True","True","False",100,1,0,1,0,0,1,0,0,2,4,5,10,5,5,1,2,"n/a","n/a","n/a","n/a","n/a",100,2,1,1,1,2,"n/a","n/a",5,10,9,4,2,2,6,2,7,9,9,3,2,2,2,"1) Means of Transport to reach the whole sub county 
2) Poor motivation for workers",1,"2020-01-01","1","Recruitment: Public servants are not fairly recruited ",64
"2020-01-24","Western","BUNDIBUGYO","HARUGALI","Original","Male",3,"n/a",35,6,"n/a",1,1,4,4,4,2,2,1,7,6,4,3,3,4,1,80,2,1,"Male",1,"Female",1,"Male",1,"Male",1,"Female","2019-12-01",2,"n/a",1,0,0,1,36,72,1,"0","0","2","0","0","1","0","0","0",1,"0","0","0","2","2","2","1","2","2","0","1","1","2","0","0","3","0","0","3","0","1","0","0","1","0","1","1","0","0","0","0","1","0","8","0","0","0","0","0","1","0","1","1","0","0","0","0","1","1","0","0",2,"n/a","n/a","n/a","n/a","n/a",30,"1",2,"n/a","n/a",0,4,0,0,0,1,"8","0",70,60,6,1900,60,60,20,1,"1200","25","8","3",4,"900","0","n/a",1,6,6,6,6,6,"0","0","1","0","1","0",6,2,2,"n/a","n/a",1,1,"True","True","True","True","False",30,1,0,3,1,0,3,0,0,4,1,0,0,0,2,1,98,"n/a","n/a","n/a","n/a","n/a",20,3,2,0,0,2,"n/a","n/a",3,9,9,7,10,8,9,2,8,10,10,9,9,9,7,"Under budgeting from central government ",1,"2019-11-01","1","Government services are not adequate ",65
